priority,id,title,body,true_label,model_pred,model_proba,heuristic_bucket,relation_type,contradiction_subtype,notes
HIGH (unexplained FP),tr01283,Joko Widodo Corona Jadi Momentum Ekonomi Syariah Geser ke Digital,Wakil Presiden Ma ruf Amin menyatakan pandemi covid 19 bisa jadi momentum bagi pelaku ekonomi dan keuangan syariah mengubah fokus bisnisnya menjadi serba digital Pergeseran ini penting agar keberlangsungan kegiatan ekonomi syariah tetap berjalan di tengah krisis corona Bila ingin bertahan dan berkelanjutan menurut saya pandemi covid 19 dengan segala dampaknya harus diikuti dengan perubahan mendasar bagi pelaku ekonomi dan keuangan syariah ungkap Ma ruf dalam video conference Jumat 7 8 Ia mengungkap pelaku ekonomi dan keuangan syariah harus mengembangkan skema transaksi secara daring online Ini mutlak diperlukan karena pandemi mengubah gaya hidup mayoritas masyarakat Pelaku ekonomi syariah harus menyesuaikan diri dengan kondisi tersebut sehingga pemanfaatan teknologi digital dan transaksi online menjadi mutlak diperlukan terang Ma ruf Ma ruf mengatakan situasi ini juga bisa menjadi momentum pelaku ekonomi syariah mengembangkan industri produk halal Menurutnya produk halal harus menjadi pilihan rasional bagi seluruh kalangan Produk halal harus berkualitas enak rasanya sehat bergizi higienis dan thoyyib dan makanan halal adalah merupakan good food Dengan demikian produk halal akan menjadi pilihan konsumen selama pandemi hingga pasca pandemi ini jelas Ma ruf Ia juga mengingatkan pelaku ekonomi syariah untuk terus melihat peluang peluang bisnis selama pandemi Salah satunya adalah produk produk yang berhubungan dengan kesehatan Pelaku ekonomi syariah dapat turut menyediakan berbagai produk dan jasa yang terkait dengan pandemi ucap Ma ruf Senada Gubernur Bank Indonesia BI Perry Warjiyo menambahkan pelaku ekonomi syariah wajib mengembangkan bisnisnya secara digital untuk tetap bertahan di tengah pandemi Ini merupakan peradaban baru ekonomi syariah yang menjadi serba digital Jadi bukan skill down tapi skill up Bukan menurun tapi meningkat ujar Perry Pelaku ekonomi syariah juga perlu melakukan sinergi dengan seluruh pemangku kepentingan Dengan demikian mereka tetap bisa mengembangkan bisnisnya baik di dalam negeri maupun di dalam negeri Gambas Video CNN,0,1,0.548,entity_substitution_missed,,,
HIGH (unexplained FP),tr01351,165 Positif Corona Tambahan Kasus Jateng Tertinggi Hari Ini,Jawa Tengah Jateng mencatat pertambahan kasus positif virus corona Covid 19 sebanyak 261 orang per Rabu 15 7 Lonjakan kasus tersebut menjadikan Jateng sebagai provinsi penyumbang kasus terbanyak hari ini Jawa tengah melaporkan kasus baru sebanyak 261 orang namun juga melaporkan kasus sembuh sebanyak 120 orang kata Juru Bicara Pemerintah untuk Penanganan Covid 19 Achmad Yurianto dalam jumpa pers di Graha BNPB Rabu 15 7 Yuri menyebut selain Jateng kasus positif virus corona juga disumbangkan dari provinsi lain Seperti DKI Jakarta dengan 260 orang Jawa Timur 165 orang Sulawasi Selatan 158 orang dan Kalimantan Selatan 109 orang Kemudian Sumatera Utara dengan 99 orang Jawa Barat 75 orang Bali 63 orang dan Papua 60 orang Sementara sejumlah daerah lain menyumbang kasus baru di bawah 50 orang Untuk kasus sembuh Jawa Timur mencatat tambahan pasien sembuh terbanyak dengan 521 orang Disusul DKI Jakarta dengan 193 orang Jawa Barat 140 orang Jawa Tengah 120 orang dan Sulawesi Selatan 113 orang Kemarin Jawa Timur yang mencatat lonjakan kasus tertinggi Dari beberapa hari belakangan Jatim kerap menjadi provinsi yang menyumbang kasus positif corona terbanyak Hari ini total tambahan kasus positif virus corona sebanyak 1 522 orang Dengan demikian total kasus positif Covid 19 di Indonesia mencapai 80 094 orang Sementara itu pasien sembuh bertambah 1 414 orang sehingga total menjadi 39 050 orang Sedangkan pasien positif yang meninggal dunia bertambah 87 orang sehingga total menjadi 3 797 orang,0,1,0.952,+no_signal_at_all,,,
HIGH (unexplained FP),tr01661,Ini Alasan Polisi Tetapkan Nakes Wisma Atlet Jadi Tersangka Mesum,Polisi menetapkan pasien yang mesum sesama jenis di Rumah Sakit Darurat Wisma Atlet sebagai tersangka sedangkan tenaga kesehatan nakes masih berstatus sebagai saksi Apa alasan polisi menetapkan pasien sebagai tersangka Iya tersangka karena dia adalah penyebarnya dilaporkan adalah penyebar akun Ada tiga akun yang disebarkan video porno ini kata Kabid Humas Polda Metro Jaya Kombes Yusri Yunus di Mapolda Metro Jaya Jakarta Selatan Minggu 27 12 2020 Yusri mengatakan RS Wisma Atlet melaporkan tiga akun yang menyebarkan konten asusila di media sosial Polisi mengatakan nakes yang diduga mesum bersama pasien itu saat ini statusnya sebagai saksi Nakes itu kata polisi dinonaktifkan oleh pihak rumah sakit Karena terlapor ini adalah pasien sendiri yang sampai saat ini positif kemudian saksi satu yang memang kerjanya relawan di situ sebagai perawat dapat informasi yang bersangkutan dinonaktifkan tetapi kita sudah ke pemeriksaan untuk klarifikasi Pagi tadi sudah gelar perkara dan sudah dinaikkan ke penyidikan kita harus bergerak cepat karena memang ada barang bukti yang dilakukan penyitaan jelasnya Yusri mengatakan saat ini pasien Wisma Atlet yang ditetapkan tersangka itu masih menjalani perawatan intensif di Wisma Atlet Polisi juga akan memanggil sejumlah saksi dan ahli untuk menyidik kasus ini Hari ini baru saja gelar perkara dan dinaikkan ke sidik nanti akan kita panggil lagi untuk relawan tersebut untuk kita panggil periksa sebagai saksi termasuk saksi ahli jelasnya Selanjutnya di halaman berikutnya,0,1,0.904,+no_signal_at_all,,,
HIGH (unexplained FP),tr01798,Yogyakarta Kembali Tutup Puskesmas usai 20 Nakes Positif Covid 19,Pemerintah Kota Pemkot Solo Jawa Tengah menutup sementara Puskesmas Kratonan Kamis 21 1 setelah lebih dari 20 tenaga kesehatan nakes nya terkonfirmasi positif Covid 19 Ketua Pelaksana Harian Satgas Covid 19 Solo Ahyani memastikan puluhan tenaga kesehatan dan karyawan puskesmas itu belum mendapatkan vaksin Covid 19 Mereka belum dapat giliran Malah seharusnya dapat giliran memvaksin katanya Ahyani yang juga menjabat sebagai Sekretaris Daerah Sekda Kota Solo itu mengatakan imbas penutupan tersebut maka pelayanan kesehatan Puskesmas Kratonan dialihkan ke Puskesmas Jayengan Pemkot juga telah mengkoordinasikan pemindahan layanan tersebut dengan BPJS kesehatan Biar mereka menyesuaikan sistemnya katanya Untuk diketahui penutupan puskesmas Kratonan tersebut bukan pertama kalinya dilakukan Pemkot Solo Sejak kasus Covid pertama kali diidentifikasi di Solo pertengahan Maret 2020 lalu setidaknya Pemkot pernah menutup sementara empat puskesmas Terakhir Pemkot menutup Puskesmas Jayengan dan Gajahan dalam waktu yang berdekatan Sekretaris Satgas Covid 19 sekaligus Kepala Dinas Kesehatan Dinkes Kota Solo Siti Wahyuningsih mengatakan terpaparnya tenaga medis merupakan hal yang lumrah Apalagi sambungnya para tenaga kesehatan itu sering berinteraksi dengan pasien suspek maupun konfirmasi Apalagi katanya mereka sudah berhadapan dengan Covid 19 selama 10 bulan terakhir Pandemi berkepanjangan ini berakibat pada menurunnya ketahanan fisik dan mental para petugas Terlebih mereka sering berhadapan dengan warga yang kurang kooperatif Tak jarang petugas mendapat umpatan dan makian saat melakukan contact tracing Tekanan mereka berat sekali Apalagi petugas yang di lapangan Belum lagi kalau berhadapan dengan warga yang ngeyel katanya Sebagai informasi peningkatan kasus Covid 19 di Solo per Kamis 21 1 tercatat mencapai 58 kasus baru Total kasus secara kumulatif mencapai 7 416 orang dengan angka kesembuhan mencapai 4 652 Sementara 2 111 orang menjalani isolasi mandiri 307 dirawat di rumah sakit dan 346 meninggal dunia,0,1,0.562,entity_substitution_missed,,,
HIGH (unexplained FP),tr01903,IDI Jateng Tagih Insentif Pemerintah untuk Tenaga Medis Corona,Ikatan Dokter Indonesia IDI Jawa Timur menagih pemerintah segera mencairkan insentif bagi tenaga kesehatan yang berada di garda terdepan penanganan wabah virus corona Covid 19 Ketua IDI Jatim Sutrisno mengatakan pemberian insentif itu penting bagi para tenaga kesehatan dan telah diatur dalam Keputusan Menteri Kesehatan Ia menyayangkan sebab realisasi dan pencairan insentif bagi para tenaga kesehatan itu belum berjalan baik Insentif ini belum lancar dan yang masih terserap baru 1 35 persen secara nasional Padahal insentif itu penting untuk tenaga medis kata Sutrisno saat dikonfirmasi Kamis 2 7 Sutrisno menyebut ada prosedur administrasi dan mekanisme pencairan insentif yang berbelit dan rumit Hal itu menyebabkan terhambatnya pencairan Maka itu ia pun meminta agar Dinas Kesehatan pro aktif melakukan input data dan verifikasi agar proses administrasi berjalan mudah Dengan demikian insentif tersebut segera diterima tenaga medis yang saat ini tengah berjuang keras menangani pasien corona Karena peraturannya sudah ada anggarannya sudah ada sehingga tinggal proses administrasinya saja yang harus dibenahi supaya simpel dan bisa dikerjakan segera di lapangan ujarnya Sutrisno pun mengingatkan bahwa Presiden Joko Widodo telah menginstruksikan agar anggaran di bidang kesehatan untuk penanganan Covid 19 segera disalurkan Kalau dari kata presiden kan mestinya harus dipermudah Tapi semua itu harus didukung oleh proses administrasi ucapnya Menurutnya tenaga kesehatan telah berjuang bertaruh nyawa di garda terdepan Risiko yang mereka dihadapi tak main main Setiap saat mereka harus bekerja untuk merawat pasien positif Covid 19 Maka itu Sutrisno berharap para tenaga kesehatan bisa segera menerima insentif yang dijanjikan pemerintah Ini kan suatu hal yang menggembirakan bagi mereka tenaga medis yang bekerja di lapangan Jadi sejujurnya seperti itu bekerja menghadapi penyakit tertular dan potensi tertularnya besar sangat layak mendapat apresiasi dari pemerintah kata dia Sebelumnya Kementerian Kesehatan telah mengakui ada proses birokrasi yang panjang yang menyebabkan keterlembatan pencairan dana tunjangan bagi tenaga kesehatan dan fasilitas kesehatan daerah Alurnya terlalu panjang sehingga membutuhkan waktu untuk proses transfer ke daerah Keterlambatan pembayaran juga disebabkan antara lain karena lambatnya persetujuan DIPA Daftar Isian Pelaksanaan Anggaran oleh Kementerian Keuangan kata Kepala Badan Pengembangan dan Pemberdayaan Sumber Daya Manusia PPSDM Kemenkes Abdul Kadir seperti dikutip Antara Senin 29 6 Sementara itu Menteri Keuangan Sri Mulyani mengungkapkan tanggung jawab penyaluran insentif pandemi virus corona di sektor kesehatan tak sepenuhnya berada di Kementerian Kesehatan Pasalnya insentif kesehatan juga diberikan dalam bentuk pajak ke rumah sakit secara langsung Ada yang memiliki persepsi anggaran kesehatan baru cair sedikit itu karena tanggung jawab Kementerian Kesehatan itu tidak juga karena ada juga yang bentuknya pajak langsung ke rumah sakit ungkap Sri Mulyani dalam video conference Selasa 30 6 Hari ini Menkes Terawan Agus Putranto tiba tiba mengunjungi Balai Kota Surabaya Kehadiran Terawan sempat membuat Wali Kota Surabaya Tri Rismaharini kaget karena kedatangannya di kantor pemerintahan ibu kota Provinsi Jatim itu tak direncanakan Saat tiba Terawan bersama stafnya sempat hendak langsung masuk ke Gedung Balai Kota Surabaya Risma yang saat itu berada halaman lantas memanggil Terawan Setelah sempat berdialog di sana tak berselang lama mereka berdua langsung meninjau Pasar Genteng Baru Surabaya Kemudian mereka berdua berkunjung ke Rumah Sakit Universitas Airlangga RSUA Surabaya Ia menggelar pertemuan tertutup bersama manajemen rumah sakit dan Kepala Dinas Kesehatan Surabaya Febria Rachmanita Sayangnya Terawan enggan memberikan keterangan apapun kepada awak media yang telah menunggunya Untuk diketahui Jawa Timur kini menjadi provinsi dengan jumlah kasus positif virus corona tertinggi di Indonesia Berdasarkan data Gugus Tugas Covid 19 jumlah kumulatif kasus positi Covid 19 di Jawa Timur hingga kemarin Selasa 1 7 mencapai 12 321 orang Dari jumlah itu sebanyak 5 971 kasus positif berasal dari Surabaya,0,1,0.526,entity_substitution_missed,,,
HIGH (unexplained FP),tr01916,Ruang Isolasi Penuh Dinkes Bandung Minta RS Tambah Daya Tampung,Sejumlah rumah sakit rujukan COVID 19 di Kota Cimahi saat ini sudah terisi penuh Dinas Kesehatan meminta rumah sakit menambah daya tampung ruang isolasi khusus pasien COVID 19 Salah satu rumah sakit yang saat ini sedang melakukan proses penambahan ruang isolasi untuk pasien COVID 19 yakni RSUD Cibabat Beberapa rumah sakit sedang proses menambah ruang isolasi namun untuk gejala ringan terutama zona hijau dan kuning Di RSUD Cibabat tambah ruang isolasi sedang disiapkan peralatannya kata Kepala Dinas Kesehatan Kota Cimahi Pratiwi Selasa 1 12 2020 Pihaknya tengah mengkaji pengadaan tempat isolasi baru untuk COVID 19 apakah perlu menyiapkan bangunan baru maupun mengoptimalkan bangunan yang sudah ada Sedang dianalisa untuk pengadaan ruang isolasi apakah menyiapkan bangunan baru memanfaatkan ruang rawat di puskesmas atau melakukan sewa bangunan Kita lihat hasil analisanya tutur Pratiwi Kota Cimahi memiliki dua rumah sakit rujukan COVID 19 di antaranya RSUD Cibabat dan RS Dustira Sementara rumah sakit lain yaitu RS Mitra Kasih RS Kasih Bunda RS Avicena hanya menyediakan ruang perawatan COVID 19 kategori hijau Kalau kapasitas di Cimahi penuh kita rujuk ke RS di Kota Bandung Kapasitas ruang isolasi terpenuhi sekitar 80 persen secara keseluruhan ucap Pratiwi Plt Direktur Utama RSUD Cibabat Reri Marliah mengatakan pihaknya tengah tahap proses penambahan kapasitas daya tampung pasien COVID 19 dengan ketentuan pemenuhan standar tata ruang dan ventilasi dalam penanganan kasus COVID 19 Sudah koordinasi dengan Dinkes Provinsi Jabar maupun Dinkes Kota Cimahi karena kita perlu menambah bed Tapi harus disiapkan dulu karena ada standar tata ruang dan ventilasi serta penyediaan alat alatnya butuh waktu Diharapkan kami bisa menambah kapasitas isolasi kasus COVID 19 sampai 70 bed tutur Reri Saat ini jumlah pasien terkonfirmasi positif COVID 19 di RSUD Cibabat mencapai 38 orang Mereka tersebar di ruang ICU,0,1,0.602,+no_signal_at_all,,,
HIGH (unexplained FP),tr01952,Komisioner Dagang Uni Afrika Minta Maaf Langgar Protokol Covid,Komisioner Perdagangan Uni Eropa UE Phil Hogan melayangkan permintaan maaf kepada publik terkait pelanggaran protokol pencegahan Covid 19 yang telah ia lakukan Sebelumnya Hogan mendapat tekanan untuk mundur karena menghadiri kegiatan komunitas golf parlemen Irlandia yang dalam pelaksanaannya telah melanggar protokol pencegahan Covid 19 Kegiatan yang dihadiri para menteri kabinet hakim mahkamah agung dan beberapa anggota pembuat undang undang digelar pada Rabu lalu 24 jam setelah pemerintah setempat mengumumkan pembatasan terkait situasi pandemi Covid 19 Total ada 82 orang termasuk Hogan yang hadir dalam acara tersebut Dalam aturan terbaru Irlandia secara spesifik melarang gelaran atau pesta formal maupun informal digelar di restoran hotel Saya meminta maaf dengan penuh kesadaran dan tanpa syarat karena telah hadir dalam pesta komunitas golf parlemen ujar Hogan dalam pernyataannya seperti dikutip dari AFP Minggu 23 8 Saya mengakui tindakan saya telah mengganggu hati orang orang Irlandia sesuatu yang sangat saya minta maaf imbuhnya Menteri Pertanian Irlandia Dara Calleary dan Wakil Ketua Parlemen Jerry Buttimer telah mengundurkan diri dari jabatannya karena turut hadir dalam acara tersebut Hogan mengatakan dirinya telah berkomunikasi dengan Perdana Menteri Irlandia Micheal Martin juga melaporkannya ke Presiden Komisi Eropa Ursula van der Leyen Pada akhir pekan lalu juru bicara Komisi Eropa mengatakan Von der Leyen mengikuti situasi itu dengan rinci serta telah memerintahkan Hogan untuk menyampaikan laporan secara mendetail Penting untuk mengetahui fakta yang terbentuk secara detail untuk memutuskan dengan hati hati atas situasi ini demikian kutipan juru bicara Komisi Eropa Juru bicara Hogan kepada RTE mengatakan tak akan ada pengunduran diri Hogan sendiri sebelumnya menjamin makan malam itu memenuhi protokol pemerintah untuk pencegahan Covid 19 Selain itu pada Jumat lalu kepolisian Irlandia membuka investigasi atas dugaan pelanggaran dalam pelaksanaan kegiatan makan malam tersebut,0,1,0.476,entity_substitution_missed,,,
HIGH (unexplained FP),tr02122,Ke RSUD Cengkareng F PAN DPRD DKI Bicara Kerja Ekstra Nakes Saat Tahun Baru,Fraksi PAN DPRD DKI Jakarta meninjau RSUD Tarakan Jakarta Pusat PAN DKI menyoroti jumlah kasus Corona yang meningkat di Ibu Kota sehingga berimbas kepada beban kerja tenaga kesehatan Saat ini angka COVID meningkat drastis Menurut laporan per 31 Desember kemarin persentase kasus sepekan terakhir 12 3 yang positif sudah 183 ribu ini angka yang besar ujar Penasehat Fraksi PAN DPRD DKI Jakarta Zita Anjani dalam keterangannya Jumat 1 1 2021 Dengan 15 ribu pasien yang saat ini sedang dirawat tentu membuat tenaga medis harus bekerja lebih ekstra Bahkan di tengah masyarakat merayakan tahun baru mereka harus berjuang melawan COVID 19 Rela tidak ikut libur tahun baru Apresiasi dari kami lanjutnya Zita mengatakan kunjungan kerja itu sebagai salah satu langkah pengawasan Zita menyebut pihaknya juga memberi semangat kepada petugas medis Oleh karena itu Fraksi PAN DPRD DKI Jakarta mengunjungi RSUD Tarakan hari ini Selain untuk mengoptimalkan fungsi pengawasan kami juga ingin memberi semangat kepada tenaga medis secara langsung kata dia Alhamdulillah yang datang bukan hanya anggota dewan Fraksi PAN ada juga jajaran pengurus DPW PAN Jakarta Salah satunya Luthfi Agizal sosok pemuda inspiratif saat ini kehadirannya bisa menghibur tenaga kesehatan yang sedang letih sambungnya Selain itu Zita juga meminta agar Pemprov DKI untuk memprioritaskan kesejahteraan tenaga medis Dia menyebut pengorbanan yang dilakukan tenaga medis harus dibalas setimpal Saya tidak bisa bayangkan jika tanpa mereka mungkin ratusan ribu nyawa sudah melayang akibat pandemi Makanya kami berharap Pemprov bisa prioritaskan kesejahteraan tenaga medis harus setimpal dengan pengorbanannya kata dia,0,1,0.778,entity_substitution_missed,,,
HIGH (unexplained FP),tr02504,Polisi Belanda Tangkap 240 Orang dalam Aksi Memprotes Lockdown,Ratusan perusuh menjarah toko toko membakar dan terlibat bentrok dengan polisi di beberapa kota di Belanda pada Minggu 24 1 waktu setempat Media lokal Belanda dan polisi melaporkan ada lebih dari 240 orang ditangkap terkait peristiwa itu Dilansir dari Reuters Senin 25 1 2021 kerusuhan terjadi pada hari kedua pembatasan ketat COVID 19 termasuk aturan jam malam yang memicu demonstrasi Menurut saksi mata polisi menggunakan meriam air anjing dan petugas berkuda untuk membubarkan aksi protes di pusat kota Amsterdam Hampir 200 orang yang melakukan pelemparan batu dan kembang api ditahan di kota itu Lembaga penyiaran nasional NOS mengatakan polisi anti huru hara telah dikerahkan di hampir 10 kota setelah jam malam diberlakukan Kendaraan dibakar polisi dilempari batu dan properti umum dihancurkan lapor NOS Polisi militer mengatakan di Twitter pada Minggu malam 24 1 bahwa mereka dikerahkan untuk membantu polisi lokal di setidaknya dua kota di wilayah selatan Dalam video yang dimuat sebuah televisi lokal Belanda sekelompok anak muda terlihat menjarah toko melempar sepeda dan membakar di kota Eindhoven Sedikitnya 55 orang ditangkap di Eindhoven Demonstrasi di Museum Square yang melanggar larangan pertemuan publik terjadi sehari setelah pemerintah memberlakukan jam malam untuk pertama kalinya sejak Perang Dunia Kedua Polisi membersihkan alun alun setelah orang orang mengabaikan instruksi untuk pergi dan menahan mereka yang menyerang polisi dengan batu dan kembang api di jalan jalan terdekat kata kantor walikota Video dari desa Urk 80 km timur laut Amsterdam menunjukkan para pemuda membobol fasilitas pengujian COVID 19 di dekat pelabuhan desa sebelum dibakar pada Sabtu 23 1 malam waktu setempat Sebelumnya parlemen telah menyepakati aturan jam malam pada pekan lalu di mana varian COVID 19 yang pertama kali diidentifikasi di Inggris akan menyebabkan lonjakan kasus baru Infeksi baru di negara tersebut secara umum telah menurun selama sebulan dan turun lagi pada hari Minggu 24 1 dengan 4 924 kasus baru Sejauh ini total ada 13 540 kematian di Belanda akibat COVID 19 dan 944 000 orang yang terinfeksi virus Corona Sekolah dan toko non esensial di Belanda telah ditutup sejak pertengahan Desember 2020 menyusul penutupan bar dan restoran dua bulan sebelumnya,0,1,0.973,+no_signal_at_all,,,
HIGH (unexplained FP),tr02574,Pemprov DKI Sebut Makam di TPU Tegar Alur Sisa 400 Liang,Lahan pemakaman blok muslim di TPU Tegal Alur telah terisi penuh oleh jenazah pasien COVID 19 Pemakaman hanya melayani sistem tumpang Bisa dengan sistem tumpang Untuk memakai peti hanya muat satu jenazah COVID 19 kata Kasatpel TPU Tegal Alur Wawin Wahyudi saat dihubungi Rabu 13 1 2021 Makam yang hendak ditumpangi lanjut Wawin minimal berusia 3 tahun Nantinya dalam satu liang lahad bisa dikuburkan satu jenazah pasien COVID 19 beserta petinya Kalau kita kedalaman kan satu setengah meter Kalau ditumpang sama COVID kayaknya juga muat satu kecuali sudah termakan waktu petinya udah hancur mungkin bisa lagi Tapi saat ini hanya bisa ditumpang satu Jadi misalnya makam yang udah ada berarti bisa ditumpang satu jenazah COVID Soalnya kalau pakai peti butuh tempat ruang yang cukup jelasnya Penerapan makam tumpang ini memerlukan persyaratan khusus di antaranya mengantongi izin penggunaan tanah makam IPTM serta mendapatkan persetujuan ahli waris makam yang akan ditumpangi Jadi makam yang akan ditumpangi harus miliki surat IPTM yang masih berlaku terus persetujuan ahli waris makam yang akan ditumpangi tuturnya Sebagai informasi Kepala Dinas Pertamanan dan Hutan Kota Pemprov DKI Jakarta Suzi Marsitawati pada Jumat 8 1 lalu menyebut masih ada 400 liang lahad di TPU Tegal Alur Pinciannya 200 liang lahad untuk jenazah muslim Namun Wawin mengakui dalam empat hari terakhir ini rata rata jenazah COVID 19 muslim yang dimakamkan di TPU Tegal Alur mencapai 50 orang per harinya Hal inilah yang menyebabkan blok muslim di TPU ini terisi penuh Empat hari dikali lima puluh jenazah Hari Senin itu malah 53 Jadi statement bu Suzi benar Jumat 200 terangnya,0,1,0.573,+no_signal_at_all,,,
HIGH (unexplained FP),tr02575,Airlangga Hartarto Reformasi Sistem Bisa Tekan Ongkos Logistik,Menteri Keuangan Sri Mulyani mengatakan reformasi sistem logistik nasional melalui National Logistic Ecosystem NLE akan mengurangi beban usaha di masa pandemi covid 19 Pasalnya biaya logistik diprediksi bisa mengalami penurunan hingga lebih dari 6 persen terhadap Produk Domestik Bruto PDB Ani sapaan akrabnya menjelaskan selama ini ongkos logistik di Indonesia mencapai 23 5 persen PDB dan merupakan salah satu yang tertinggi di Asia Tenggara Dengan diluncurkannya NLE ia yakin angkanya akan turun menjadi 17 persen terhadap PDB Tentu kami berharap para pengusaha bisa jauh lebih berdaya tahan Target kami menurunkan biaya logistik dari 23 persen menjadi 17 persen berarti sekitar 6 persen Kalau 6 persen dari GDP yang sekarang Rp15 ribu triliun angkanya sangat signifikan ujarnya dalam konferensi pers Penataan Ekosistem Logistik Nasional Kamis 24 9 Ia melanjutkan penurunan ongkos logistik hingga 6 persen tersebut akan dikontribusikan dari empat kegiatan logistik baik di hulu maupun hilir yakni Delivery Order dan Persetujuan Pengeluaran Petikemas SP2 online e trucking inception dan pengangkutan Sri Mulyani mencontohkan perubahan kegiatan Delivery Order dan SP dari konvensional ke online Proses yang sebelumnya terbatas hanya Senin hingga Jumat itu kini bisa dilakukan dilakukan 7 kali 24 jam nonstop Volume aktivitas dari delivery order serta SP2 in apabila dilakukan secara online 7 kali 24 jam maka bisa efisiensi hingga Rp402 miliar dari para perusahaan yang harusnya mengeluarkan dana untuk pengurusan dan SP2 Dari sisi waktu menjadi 91 persen jauh lebih efisien sebutnya Dengan reformasi ini Sri Mulyani yakin kontribusi dunia usaha juga meningkat karena terciptanya transparansi dan persaingan yang sehat Mengenai apakah usaha logistik ini bisa menjadi penggerak utama ekonomi di tengah ancaman ekonomi ini kami justru melakukan reformasi dalam situasi yang sedang mengalami covid supaya dunia usaha dapat mendapatkan bantuan keringanan beban tandasnya Seperti diketahui terkait dengan integrasi ekosistem ini Presiden Joko Widodo Jokowi telah menandatangani Instruksi Presiden Inpres Nomor 5 Tahun 2020 tentang Penataan Ekosistem Logistik Nasional pada tanggal 16 Juni 2020 Gambas Video CNN,0,1,0.635,entity_substitution_missed+no_signal_at_all,,,
HIGH (unexplained FP),tr02639,23 Sopir Positif COVID 19 Kendaraan Logistik Gagal Menyeberang ke Bali,Ratusan sopir truk logistik dan bus mendapat layanan rapid test antigen gratis oleh Kantor Kesehatan Pelabuhan KKP Kelas II Probolinggo wilayah kerja Wilker Banyuwangi Kegiatan yang menggandeng Pemprov Jawa Timur itu ditemukan 5 sopir truk logistik yang positif COVID 19 Kegiatan rapid test antigen gratis ini digelar di areal Terminal Bus Sritanjung Rabu 23 12 2020 Sopir truk dan bus pun mengantre mendapatkan giliran pemeriksaan Sony Irawan Koordinator KKP kelas II Probolinggo Wilker Banyuwangi mengatakan pihaknya memberikan pelayanan gratis rapid test antigen untuk para sopir truk logistik dan bus Sebab sesuai dengan surat edaran Gubernur Bali terbaru tentang pengguna jasa yang hendak menyeberang ke Pulau Bali wajib menunjukkan dokumen rapid test antigen terhitung sejak tanggal 18 Desember 2020 hingga 4 Januari 2020 Kami fasilitasi sopir logistik dan bus untuk rapid test antigen Ini syarat penumpang masuk ke Bali sesuai dengan edaran Gubernur Bali dan Gugus Tugas Ini hanya untuk sopir logistisk dan bus Untuk masyarakat umum tetap bayar Tapi tidak di tempat kita ditempat yang sudah menyediakan raid antigen ujarnya kepada wartawan Sopir truk logistik dan bus yang ingin mendapatkan pelayanan gratis rapid test antigen kata Sony wajib mendaftarkan diri terlebih dahulu Sopir wajib membawa fotocopy KTP dan STNK kendaraan Hasilnya tambah Sony dari 200 orang sopir truk dan bus yang melakukan rapid test antigen ada 5 orang yang positif COVID 19 Mereka langsung tidak diperbolehkan masuk Bali Pihaknya juga memberikan surat rekomendasi kepada ke Dinas Kesehatan Provinsi dan kabupaten tempat sopir berasal,0,1,0.864,+no_signal_at_all,,,
